ID,Shopify Name,Sawadeekard Name,Before,Change,After
016/182,[ENG]	SV04	Paradox Rift:	016/182	Toedscool	C	(Non-Foil),Toedscool C (Non-Foil),0.5,0.0,0.5
016/182,[ENG]	SV04	Paradox Rift:	016/182	Toedscool	C	(Reverse Holo),Toedscool C (Reverse Holo),1.0,0.0,1.0
017/182,[ENG]	SV04	Paradox Rift:	017/182	Toedscruel	U	(Non-Foil),Toedscruel U (Non-Foil),0.5,0.0,0.5
017/182,[ENG]	SV04	Paradox Rift:	017/182	Toedscruel	U	(Reverse Holo),Toedscruel U (Reverse Holo),1.0,0.0,1.0
018/182,[ENG]	SV04	Paradox Rift:	018/182	Wo-Chien	R	(Foil),Wo-Chien R (Foil),0.5,0.0,0.5
018/182,[ENG]	SV04	Paradox Rift:	018/182	Wo-Chien	R	(Reverse Holo),Wo-Chien R (Reverse Holo),1.0,0.0,1.0
019/182,[ENG]	SV04	Paradox Rift:	019/182	Magby	C	(Non-Foil),Magby C (Non-Foil),0.5,0.0,0.5
019/182,[ENG]	SV04	Paradox Rift:	019/182	Magby	C	(Reverse Holo),Magby C (Reverse Holo),1.0,0.0,1.0
020/182,[ENG]	SV04	Paradox Rift:	020/182	Pansear	C	(Non-Foil),Pansear C (Non-Foil),0.5,0.0,0.5
020/182,[ENG]	SV04	Paradox Rift:	020/182	Pansear	C	(Reverse Holo),Pansear C (Reverse Holo),1.0,0.0,1.0
021/182,[ENG]	SV04	Paradox Rift:	021/182	Simisear	U	(Non-Foil),Simisear U (Non-Foil),0.5,0.0,0.5
021/182,[ENG]	SV04	Paradox Rift:	021/182	Simisear	U	(Reverse Holo),Simisear U (Reverse Holo),1.0,0.0,1.0
022/182,[ENG]	SV04	Paradox Rift:	022/182	Volcanion	R	(Foil),Volcanion R (Foil),0.5,0.0,0.5
022/182,[ENG]	SV04	Paradox Rift:	022/182	Volcanion	R	(Reverse Holo),Volcanion R (Reverse Holo),1.0,0.0,1.0
023/182,[ENG]	SV04	Paradox Rift:	023/182	Fuecoco	C	(Non-Foil),Fuecoco C (Non-Foil),0.5,0.0,0.5
023/182,[ENG]	SV04	Paradox Rift:	023/182	Fuecoco	C	(Reverse Holo),Fuecoco C (Reverse Holo),1.0,0.0,1.0
024/182,[ENG]	SV04	Paradox Rift:	024/182	Crocalor	U	(Non-Foil),Crocalor U (Non-Foil),0.5,0.0,0.5
024/182,[ENG]	SV04	Paradox Rift:	024/182	Crocalor	U	(Reverse Holo),Crocalor U (Reverse Holo),1.0,0.0,1.0
025/182,[ENG]	SV04	Paradox Rift:	025/182	Charcadet	C	(Non-Foil),Charcadet C (Non-Foil),1.0,-0.5,0.5
025/182,[ENG]	SV04	Paradox Rift:	025/182	Charcadet	C	(Reverse Holo),Charcadet C (Reverse Holo),1.0,0.0,1.0
026/182,[ENG]	SV04	Paradox Rift:	026/182	Charcadet	C	(Non-Foil),Charcadet C (Non-Foil),0.5,0.0,0.5
026/182,[ENG]	SV04	Paradox Rift:	026/182	Charcadet	C	(Reverse Holo),Charcadet C (Reverse Holo),1.0,0.0,1.0
027/182,[ENG]	SV04	Paradox Rift:	027/182	Armarouge ex	RR	(Foil),Armarouge ex RR (Foil),0.5,1.5,2.0
028/182,[ENG]	SV04	Paradox Rift:	028/182	Iron Moth	R	(Foil),Iron Moth R (Foil),0.5,0.0,0.5
028/182,[ENG]	SV04	Paradox Rift:	028/182	Iron Moth	R	(Reverse Holo),Iron Moth R (Reverse Holo),1.0,0.0,1.0
029/182,[ENG]	SV04	Paradox Rift:	029/182	Chi-Yu	R	(Foil),Chi-Yu R (Foil),0.5,0.0,0.5
029/182,[ENG]	SV04	Paradox Rift:	029/182	Chi-Yu	R	(Reverse Holo),Chi-Yu R (Reverse Holo),1.0,0.0,1.0
030/182,[ENG]	SV04	Paradox Rift:	030/182	Horsea	C	(Non-Foil),Horsea C (Non-Foil),0.5,0.0,0.5
030/182,[ENG]	SV04	Paradox Rift:	030/182	Horsea	C	(Reverse Holo),Horsea C (Reverse Holo),1.0,0.0,1.0
031/182,[ENG]	SV04	Paradox Rift:	031/182	Seadra	C	(Non-Foil),Seadra C (Non-Foil),0.5,0.0,0.5
031/182,[ENG]	SV04	Paradox Rift:	031/182	Seadra	C	(Reverse Holo),Seadra C (Reverse Holo),1.0,0.0,1.0
032/182,[ENG]	SV04	Paradox Rift:	032/182	Kingdra	R	(Foil),Kingdra R (Foil),0.5,0.0,0.5
032/182,[ENG]	SV04	Paradox Rift:	032/182	Kingdra	R	(Reverse Holo),Kingdra R (Reverse Holo),1.0,0.0,1.0
033/182,[ENG]	SV04	Paradox Rift:	033/182	Remoraid	C	(Non-Foil),Remoraid C (Non-Foil),0.5,0.0,0.5
033/182,[ENG]	SV04	Paradox Rift:	033/182	Remoraid	C	(Reverse Holo),Remoraid C (Reverse Holo),1.0,0.0,1.0
034/182,[ENG]	SV04	Paradox Rift:	034/182	Octillery	C	(Non-Foil),Octillery C (Non-Foil),0.5,0.0,0.5
034/182,[ENG]	SV04	Paradox Rift:	034/182	Octillery	C	(Reverse Holo),Octillery C (Reverse Holo),1.0,0.0,1.0
035/182,[ENG]	SV04	Paradox Rift:	035/182	Feebas	C	(Non-Foil),Feebas C (Non-Foil),0.5,0.0,0.5
035/182,[ENG]	SV04	Paradox Rift:	035/182	Feebas	C	(Reverse Holo),Feebas C (Reverse Holo),1.0,0.0,1.0
036/182,[ENG]	SV04	Paradox Rift:	036/182	Milotic	R	(Foil),Milotic R (Foil),0.5,0.0,0.5
036/182,[ENG]	SV04	Paradox Rift:	036/182	Milotic	R	(Reverse Holo),Milotic R (Reverse Holo),1.0,0.0,1.0
037/182,[ENG]	SV04	Paradox Rift:	037/182	Snorunt	C	(Non-Foil),Snorunt C (Non-Foil),0.5,0.0,0.5
037/182,[ENG]	SV04	Paradox Rift:	037/182	Snorunt	C	(Reverse Holo),Snorunt C (Reverse Holo),1.0,0.0,1.0
038/182,[ENG]	SV04	Paradox Rift:	038/182	Garchomp ex	RR	(Foil),Garchomp ex RR (Foil),0.5,1.5,2.0
039/182,[ENG]	SV04	Paradox Rift:	039/182	Mantyke	C	(Non-Foil),Mantyke C (Non-Foil),0.5,0.0,0.5
039/182,[ENG]	SV04	Paradox Rift:	039/182	Mantyke	C	(Reverse Holo),Mantyke C (Reverse Holo),1.0,0.0,1.0
040/182,[ENG]	SV04	Paradox Rift:	040/182	Palkia	R	(Foil),Palkia R (Foil),0.5,0.0,0.5
040/182,[ENG]	SV04	Paradox Rift:	040/182	Palkia	R	(Reverse Holo),Palkia R (Reverse Holo),1.0,0.0,1.0
041/182,[ENG]	SV04	Paradox Rift:	041/182	Panpour	C	(Non-Foil),Panpour C (Non-Foil),0.5,0.0,0.5
041/182,[ENG]	SV04	Paradox Rift:	041/182	Panpour	C	(Reverse Holo),Panpour C (Reverse Holo),1.0,0.0,1.0
042/182,[ENG]	SV04	Paradox Rift:	042/182	Simipour	U	(Non-Foil),Simipour U (Non-Foil),0.5,0.0,0.5
042/182,[ENG]	SV04	Paradox Rift:	042/182	Simipour	U	(Reverse Holo),Simipour U (Reverse Holo),1.0,0.0,1.0
043/182,[ENG]	SV04	Paradox Rift:	043/182	Vanillite	C	(Non-Foil),Vanillite C (Non-Foil),0.5,0.0,0.5
043/182,[ENG]	SV04	Paradox Rift:	043/182	Vanillite	C	(Reverse Holo),Vanillite C (Reverse Holo),1.0,0.0,1.0
044/182,[ENG]	SV04	Paradox Rift:	044/182	Vanillish	C	(Non-Foil),Vanillish C (Non-Foil),0.5,0.0,0.5
044/182,[ENG]	SV04	Paradox Rift:	044/182	Vanillish	C	(Reverse Holo),Vanillish C (Reverse Holo),1.0,0.0,1.0
045/182,[ENG]	SV04	Paradox Rift:	045/182	Vanilluxe	U	(Non-Foil),Vanilluxe U (Non-Foil),0.5,0.0,0.5
045/182,[ENG]	SV04	Paradox Rift:	045/182	Vanilluxe	U	(Reverse Holo),Vanilluxe U (Reverse Holo),1.0,0.0,1.0
046/182,[ENG]	SV04	Paradox Rift:	046/182	Tsareena ex	RR	(Foil),Tsareena ex RR (Foil),0.5,1.5,2.0
047/182,[ENG]	SV04	Paradox Rift:	047/182	Wimpod	C	(Non-Foil),Wimpod C (Non-Foil),0.5,0.0,0.5
047/182,[ENG]	SV04	Paradox Rift:	047/182	Wimpod	C	(Reverse Holo),Wimpod C (Reverse Holo),1.0,0.0,1.0
048/182,[ENG]	SV04	Paradox Rift:	048/182	Wimpod	C	(Non-Foil),Wimpod C (Non-Foil),0.5,0.0,0.5
048/182,[ENG]	SV04	Paradox Rift:	048/182	Wimpod	C	(Reverse Holo),Wimpod C (Reverse Holo),1.0,0.0,1.0
049/182,[ENG]	SV04	Paradox Rift:	049/182	Golisopod	R	(Foil),Golisopod R (Foil),0.5,0.0,0.5
049/182,[ENG]	SV04	Paradox Rift:	049/182	Golisopod	R	(Reverse Holo),Golisopod R (Reverse Holo),1.0,0.0,1.0
050/182,[ENG]	SV04	Paradox Rift:	050/182	Golisopod ex	RR	(Foil),Golisopod ex RR (Foil),0.5,1.5,2.0
051/182,[ENG]	SV04	Paradox Rift:	051/182	Wiglett	C	(Non-Foil),Wiglett C (Non-Foil),0.5,0.0,0.5
051/182,[ENG]	SV04	Paradox Rift:	051/182	Wiglett	C	(Reverse Holo),Wiglett C (Reverse Holo),1.0,0.0,1.0
052/182,[ENG]	SV04	Paradox Rift:	052/182	Wiglett	C	(Non-Foil),Wiglett C (Non-Foil),0.5,0.0,0.5
052/182,[ENG]	SV04	Paradox Rift:	052/182	Wiglett	C	(Reverse Holo),Wiglett C (Reverse Holo),1.0,0.0,1.0
053/182,[ENG]	SV04	Paradox Rift:	053/182	Wugtrio	U	(Non-Foil),Wugtrio U (Non-Foil),0.5,0.0,0.5
053/182,[ENG]	SV04	Paradox Rift:	053/182	Wugtrio	U	(Reverse Holo),Wugtrio U (Reverse Holo),1.0,0.0,1.0
054/182,[ENG]	SV04	Paradox Rift:	054/182	Veluza	U	(Non-Foil),Veluza U (Non-Foil),0.5,0.0,0.5
054/182,[ENG]	SV04	Paradox Rift:	054/182	Veluza	U	(Reverse Holo),Veluza U (Reverse Holo),1.0,0.0,1.0
055/182,[ENG]	SV04	Paradox Rift:	055/182	Dondozo	U	(Non-Foil),Dondozo U (Non-Foil),0.5,0.0,0.5
055/182,[ENG]	SV04	Paradox Rift:	055/182	Dondozo	U	(Reverse Holo),Dondozo U (Reverse Holo),1.0,0.0,1.0
056/182,[ENG]	SV04	Paradox Rift:	056/182	Iron Bundle	U	(Non-Foil),Iron Bundle U (Non-Foil),0.5,0.09999999999999998,0.6
056/182,[ENG]	SV04	Paradox Rift:	056/182	Iron Bundle	U	(Reverse Holo),Iron Bundle U (Reverse Holo),1.5,-0.19999999999999996,1.3
057/182,[ENG]	SV04	Paradox Rift:	057/182	Chien-Pao	R	(Foil),Chien-Pao R (Foil),0.5,0.0,0.5
057/182,[ENG]	SV04	Paradox Rift:	057/182	Chien-Pao	R	(Reverse Holo),Chien-Pao R (Reverse Holo),1.0,0.0,1.0
058/182,[ENG]	SV04	Paradox Rift:	058/182	Mewtwo ex	RR	(Foil),Mewtwo ex RR (Foil),0.5,3.5,4.0
059/182,[ENG]	SV04	Paradox Rift:	059/182	Elekid	C	(Non-Foil),Elekid C (Non-Foil),0.5,0.0,0.5
059/182,[ENG]	SV04	Paradox Rift:	059/182	Elekid	C	(Reverse Holo),Elekid C (Reverse Holo),1.0,0.0,1.0
060/182,[ENG]	SV04	Paradox Rift:	060/182	Plusle	C	(Non-Foil),Plusle C (Non-Foil),0.5,0.0,0.5
060/182,[ENG]	SV04	Paradox Rift:	060/182	Plusle	C	(Reverse Holo),Plusle C (Reverse Holo),1.0,0.0,1.0
061/182,[ENG]	SV04	Paradox Rift:	061/182	Minun	C	(Non-Foil),Minun C (Non-Foil),0.5,0.0,0.5
061/182,[ENG]	SV04	Paradox Rift:	061/182	Minun	C	(Reverse Holo),Minun C (Reverse Holo),1.0,0.0,1.0
062/182,[ENG]	SV04	Paradox Rift:	062/182	Blitzle	C	(Non-Foil),Blitzle C (Non-Foil),0.5,0.0,0.5
062/182,[ENG]	SV04	Paradox Rift:	062/182	Blitzle	C	(Reverse Holo),Blitzle C (Reverse Holo),1.0,0.0,1.0
063/182,[ENG]	SV04	Paradox Rift:	063/182	Zebstrika	U	(Non-Foil),Zebstrika U (Non-Foil),0.5,0.0,0.5
063/182,[ENG]	SV04	Paradox Rift:	063/182	Zebstrika	U	(Reverse Holo),Zebstrika U (Reverse Holo),1.0,0.0,1.0
064/182,[ENG]	SV04	Paradox Rift:	064/182	Joltik	C	(Non-Foil),Joltik C (Non-Foil),0.5,0.0,0.5
064/182,[ENG]	SV04	Paradox Rift:	064/182	Joltik	C	(Reverse Holo),Joltik C (Reverse Holo),1.0,0.0,1.0
065/182,[ENG]	SV04	Paradox Rift:	065/182	Galvantula	C	(Non-Foil),Galvantula C (Non-Foil),0.5,0.0,0.5
065/182,[ENG]	SV04	Paradox Rift:	065/182	Galvantula	C	(Reverse Holo),Galvantula C (Reverse Holo),1.0,0.0,1.0
066/182,[ENG]	SV04	Paradox Rift:	066/182	Zekrom	R	(Foil),Zekrom R (Foil),0.5,0.0,0.5
066/182,[ENG]	SV04	Paradox Rift:	066/182	Zekrom	R	(Reverse Holo),Zekrom R (Reverse Holo),1.0,0.0,1.0
067/182,[ENG]	SV04	Paradox Rift:	067/182	Oricorio	C	(Non-Foil),Oricorio C (Non-Foil),0.5,0.0,0.5
067/182,[ENG]	SV04	Paradox Rift:	067/182	Oricorio	C	(Reverse Holo),Oricorio C (Reverse Holo),1.0,0.0,1.0
068/182,[ENG]	SV04	Paradox Rift:	068/182	Tapu Koko ex	RR	(Foil),Tapu Koko ex RR (Foil),0.5,1.5,2.0
069/182,[ENG]	SV04	Paradox Rift:	069/182	Toxel	C	(Non-Foil),Toxel C (Non-Foil),0.5,0.0,0.5
069/182,[ENG]	SV04	Paradox Rift:	069/182	Toxel	C	(Reverse Holo),Toxel C (Reverse Holo),1.0,0.0,1.0
070/182,[ENG]	SV04	Paradox Rift:	070/182	Iron Hands ex	RR	(Foil),Iron Hands ex RR (Foil),0.5,19.4,19.9
071/182,[ENG]	SV04	Paradox Rift:	071/182	Natu	C	(Non-Foil),Natu C (Non-Foil),0.5,0.0,0.5
071/182,[ENG]	SV04	Paradox Rift:	071/182	Natu	C	(Reverse Holo),Natu C (Reverse Holo),1.0,0.0,1.0
072/182,[ENG]	SV04	Paradox Rift:	072/182	Xatu	R	(Foil),Xatu R (Foil),0.5,0.09999999999999998,0.6
072/182,[ENG]	SV04	Paradox Rift:	072/182	Xatu	R	(Reverse Holo),Xatu R (Reverse Holo),1.0,0.0,1.0
073/182,[ENG]	SV04	Paradox Rift:	073/182	Latios	R	(Foil),Latios R (Foil),0.5,0.0,0.5
073/182,[ENG]	SV04	Paradox Rift:	073/182	Latios	R	(Reverse Holo),Latios R (Reverse Holo),1.0,0.0,1.0
074/182,[ENG]	SV04	Paradox Rift:	074/182	Deoxys	R	(Foil),Deoxys R (Foil),0.5,0.0,0.5
074/182,[ENG]	SV04	Paradox Rift:	074/182	Deoxys	R	(Reverse Holo),Deoxys R (Reverse Holo),1.0,0.0,1.0
075/182,[ENG]	SV04	Paradox Rift:	075/182	Yamask	C	(Non-Foil),Yamask C (Non-Foil),0.5,0.0,0.5
075/182,[ENG]	SV04	Paradox Rift:	075/182	Yamask	C	(Reverse Holo),Yamask C (Reverse Holo),1.0,0.0,1.0
076/182,[ENG]	SV04	Paradox Rift:	076/182	Cofagrigus ex	RR	(Foil),Cofagrigus ex RR (Foil),0.5,1.5,2.0
077/182,[ENG]	SV04	Paradox Rift:	077/182	Pumpkaboo	C	(Non-Foil),Pumpkaboo C (Non-Foil),0.5,0.0,0.5
077/182,[ENG]	SV04	Paradox Rift:	077/182	Pumpkaboo	C	(Reverse Holo),Pumpkaboo C (Reverse Holo),1.0,0.0,1.0
078/182,[ENG]	SV04	Paradox Rift:	078/182	Gourgeist	U	(Non-Foil),Gourgeist U (Non-Foil),0.5,0.0,0.5
078/182,[ENG]	SV04	Paradox Rift:	078/182	Gourgeist	U	(Reverse Holo),Gourgeist U (Reverse Holo),1.0,0.0,1.0
079/182,[ENG]	SV04	Paradox Rift:	079/182	Flittle	C	(Non-Foil),Flittle C (Non-Foil),0.5,0.0,0.5
079/182,[ENG]	SV04	Paradox Rift:	079/182	Flittle	C	(Reverse Holo),Flittle C (Reverse Holo),1.0,0.0,1.0
080/182,[ENG]	SV04	Paradox Rift:	080/182	Flittle	C	(Non-Foil),Flittle C (Non-Foil),0.5,0.0,0.5
080/182,[ENG]	SV04	Paradox Rift:	080/182	Flittle	C	(Reverse Holo),Flittle C (Reverse Holo),1.0,0.0,1.0
081/182,[ENG]	SV04	Paradox Rift:	081/182	Espathra	R	(Foil),Espathra R (Foil),0.5,0.0,0.5
081/182,[ENG]	SV04	Paradox Rift:	081/182	Espathra	R	(Reverse Holo),Espathra R (Reverse Holo),1.0,0.0,1.0
082/182,[ENG]	SV04	Paradox Rift:	082/182	Tinkatink	C	(Non-Foil),Tinkatink C (Non-Foil),0.5,0.0,0.5
082/182,[ENG]	SV04	Paradox Rift:	082/182	Tinkatink	C	(Reverse Holo),Tinkatink C (Reverse Holo),1.0,0.0,1.0
083/182,[ENG]	SV04	Paradox Rift:	083/182	Tinkatink	C	(Non-Foil),Tinkatink C (Non-Foil),0.5,0.0,0.5
083/182,[ENG]	SV04	Paradox Rift:	083/182	Tinkatink	C	(Reverse Holo),Tinkatink C (Reverse Holo),1.0,0.0,1.0
084/182,[ENG]	SV04	Paradox Rift:	084/182	Tinkatuff	C	(Non-Foil),Tinkatuff C (Non-Foil),0.5,0.0,0.5
084/182,[ENG]	SV04	Paradox Rift:	084/182	Tinkatuff	C	(Reverse Holo),Tinkatuff C (Reverse Holo),1.0,0.0,1.0
085/182,[ENG]	SV04	Paradox Rift:	085/182	Tinkaton	U	(Non-Foil),Tinkaton U (Non-Foil),0.5,0.0,0.5
085/182,[ENG]	SV04	Paradox Rift:	085/182	Tinkaton	U	(Reverse Holo),Tinkaton U (Reverse Holo),1.0,0.0,1.0
086/182,[ENG]	SV04	Paradox Rift:	086/182	Scream Tail	U	(Non-Foil),Scream Tail U (Non-Foil),0.5,0.0,0.5
086/182,[ENG]	SV04	Paradox Rift:	086/182	Scream Tail	U	(Reverse Holo),Scream Tail U (Reverse Holo),1.0,0.0,1.0
087/182,[ENG]	SV04	Paradox Rift:	087/182	Gimmighoul	C	(Non-Foil),Gimmighoul C (Non-Foil),0.5,0.0,0.5
087/182,[ENG]	SV04	Paradox Rift:	087/182	Gimmighoul	C	(Reverse Holo),Gimmighoul C (Reverse Holo),1.0,0.0,1.0
088/182,[ENG]	SV04	Paradox Rift:	088/182	Gimmighoul	C	(Non-Foil),Gimmighoul C (Non-Foil),0.5,0.0,0.5
088/182,[ENG]	SV04	Paradox Rift:	088/182	Gimmighoul	C	(Reverse Holo),Gimmighoul C (Reverse Holo),1.0,0.0,1.0
089/182,[ENG]	SV04	Paradox Rift:	089/182	Iron Valiant ex	RR	(Foil),Iron Valiant ex RR (Foil),0.5,1.5,2.0
090/182,[ENG]	SV04	Paradox Rift:	090/182	Onix	C	(Non-Foil),Onix C (Non-Foil),0.5,0.0,0.5
090/182,[ENG]	SV04	Paradox Rift:	090/182	Onix	C	(Reverse Holo),Onix C (Reverse Holo),1.0,0.0,1.0
091/182,[ENG]	SV04	Paradox Rift:	091/182	Gligar	C	(Non-Foil),Gligar C (Non-Foil),1.0,-0.5,0.5
091/182,[ENG]	SV04	Paradox Rift:	091/182	Gligar	C	(Reverse Holo),Gligar C (Reverse Holo),1.0,0.0,1.0
092/182,[ENG]	SV04	Paradox Rift:	092/182	Gliscor	U	(Non-Foil),Gliscor U (Non-Foil),0.5,0.0,0.5
092/182,[ENG]	SV04	Paradox Rift:	092/182	Gliscor	U	(Reverse Holo),Gliscor U (Reverse Holo),1.0,0.0,1.0
093/182,[ENG]	SV04	Paradox Rift:	093/182	Groudon	R	(Foil),Groudon R (Foil),0.5,0.0,0.5
093/182,[ENG]	SV04	Paradox Rift:	093/182	Groudon	R	(Reverse Holo),Groudon R (Reverse Holo),1.0,0.0,1.0
094/182,[ENG]	SV04	Paradox Rift:	094/182	Gible	C	(Non-Foil),Gible C (Non-Foil),0.5,0.0,0.5
094/182,[ENG]	SV04	Paradox Rift:	094/182	Gible	C	(Reverse Holo),Gible C (Reverse Holo),1.0,0.0,1.0
095/182,[ENG]	SV04	Paradox Rift:	095/182	Gabite	C	(Non-Foil),Gabite C (Non-Foil),0.5,0.0,0.5
095/182,[ENG]	SV04	Paradox Rift:	095/182	Gabite	C	(Reverse Holo),Gabite C (Reverse Holo),1.0,0.0,1.0
096/182,[ENG]	SV04	Paradox Rift:	096/182	Mienfoo	C	(Non-Foil),Mienfoo C (Non-Foil),0.5,0.0,0.5
096/182,[ENG]	SV04	Paradox Rift:	096/182	Mienfoo	C	(Reverse Holo),Mienfoo C (Reverse Holo),1.0,0.0,1.0
097/182,[ENG]	SV04	Paradox Rift:	097/182	Mienshao	U	(Non-Foil),Mienshao U (Non-Foil),0.5,0.0,0.5
097/182,[ENG]	SV04	Paradox Rift:	097/182	Mienshao	U	(Reverse Holo),Mienshao U (Reverse Holo),1.0,0.0,1.0
098/182,[ENG]	SV04	Paradox Rift:	098/182	Hoopa ex	RR	(Foil),Hoopa ex RR (Foil),0.5,1.5,2.0
099/182,[ENG]	SV04	Paradox Rift:	099/182	Minior	U	(Non-Foil),Minior U (Non-Foil),0.5,0.0,0.5
099/182,[ENG]	SV04	Paradox Rift:	099/182	Minior	U	(Reverse Holo),Minior U (Reverse Holo),1.0,0.0,1.0
100/182,[ENG]	SV04	Paradox Rift:	100/182	Toxtricity ex	RR	(Foil),Toxtricity ex RR (Foil),0.5,1.5,2.0
101/182,[ENG]	SV04	Paradox Rift:	101/182	Nacli	C	(Non-Foil),Nacli C (Non-Foil),0.5,0.0,0.5
101/182,[ENG]	SV04	Paradox Rift:	101/182	Nacli	C	(Reverse Holo),Nacli C (Reverse Holo),1.0,0.0,1.0
102/182,[ENG]	SV04	Paradox Rift:	102/182	Nacli	C	(Non-Foil),Nacli C (Non-Foil),0.5,0.0,0.5
102/182,[ENG]	SV04	Paradox Rift:	102/182	Nacli	C	(Reverse Holo),Nacli C (Reverse Holo),1.0,0.0,1.0
103/182,[ENG]	SV04	Paradox Rift:	103/182	Naclstack	C	(Non-Foil),Naclstack C (Non-Foil),0.5,0.0,0.5
103/182,[ENG]	SV04	Paradox Rift:	103/182	Naclstack	C	(Reverse Holo),Naclstack C (Reverse Holo),1.0,0.0,1.0
104/182,[ENG]	SV04	Paradox Rift:	104/182	Garganacl	R	(Foil),Garganacl R (Foil),0.5,0.0,0.5
104/182,[ENG]	SV04	Paradox Rift:	104/182	Garganacl	R	(Reverse Holo),Garganacl R (Reverse Holo),1.0,0.0,1.0
105/182,[ENG]	SV04	Paradox Rift:	105/182	Klawf	U	(Non-Foil),Klawf U (Non-Foil),0.5,0.0,0.5
105/182,[ENG]	SV04	Paradox Rift:	105/182	Klawf	U	(Reverse Holo),Klawf U (Reverse Holo),1.0,0.0,1.0
106/182,[ENG]	SV04	Paradox Rift:	106/182	Flamigo	C	(Non-Foil),Flamigo C (Non-Foil),0.5,0.0,0.5
106/182,[ENG]	SV04	Paradox Rift:	106/182	Flamigo	C	(Reverse Holo),Flamigo C (Reverse Holo),1.0,0.0,1.0
107/182,[ENG]	SV04	Paradox Rift:	107/182	Slither Wing	U	(Non-Foil),Slither Wing U (Non-Foil),0.5,0.0,0.5
