ID,Shopify Name,Sawadeekard Name,Before,Change,After
048/162,[ENG]	SV05	Temporal Forces:	048/162	Finizen	[Water]	[C - Common]	(Reverse Holo),Finizen [Water] [C - Common] (Reverse Holo),1.0,0.0,1.0
049/162,[ENG]	SV05	Temporal Forces:	049/162	Palafin	[Water]	[U - Uncommon]	(Non-Foil),Palafin [Water] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
049/162,[ENG]	SV05	Temporal Forces:	049/162	Palafin	[Water]	[U - Uncommon]	(Reverse Holo),Palafin [Water] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
050/162,[ENG]	SV05	Temporal Forces:	050/162	Walking Wake ex	[Water]	[RR - Double Rare]	(Foil),Walking Wake ex [Water] [RR - Double Rare] (Foil),2.0,0.0,2.0
051/162,[ENG]	SV05	Temporal Forces:	051/162	Pikachu	[Lightning]	[C - Common]	(Non-Foil),Pikachu [Lightning] [C - Common] (Non-Foil),0.5,0.0,0.5
051/162,[ENG]	SV05	Temporal Forces:	051/162	Pikachu	[Lightning]	[C - Common]	(Reverse Holo),Pikachu [Lightning] [C - Common] (Reverse Holo),1.0,0.0,1.0
052/162,[ENG]	SV05	Temporal Forces:	052/162	Raichu	[Lightning]	[C - Common]	(Non-Foil),Raichu [Lightning] [C - Common] (Non-Foil),0.5,0.0,0.5
052/162,[ENG]	SV05	Temporal Forces:	052/162	Raichu	[Lightning]	[C - Common]	(Reverse Holo),Raichu [Lightning] [C - Common] (Reverse Holo),1.0,0.0,1.0
053/162,[ENG]	SV05	Temporal Forces:	053/162	Electabuzz	[Lightning]	[C - Common]	(Non-Foil),Electabuzz [Lightning] [C - Common] (Non-Foil),0.5,0.0,0.5
053/162,[ENG]	SV05	Temporal Forces:	053/162	Electabuzz	[Lightning]	[C - Common]	(Reverse Holo),Electabuzz [Lightning] [C - Common] (Reverse Holo),1.0,0.0,1.0
054/162,[ENG]	SV05	Temporal Forces:	054/162	Electivire	[Lightning]	[U - Uncommon]	(Non-Foil),Electivire [Lightning] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
054/162,[ENG]	SV05	Temporal Forces:	054/162	Electivire	[Lightning]	[U - Uncommon]	(Reverse Holo),Electivire [Lightning] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
055/162,[ENG]	SV05	Temporal Forces:	055/162	Charjabug	[Lightning]	[C - Common]	(Non-Foil),Charjabug [Lightning] [C - Common] (Non-Foil),0.8,-0.30000000000000004,0.5
055/162,[ENG]	SV05	Temporal Forces:	055/162	Charjabug	[Lightning]	[C - Common]	(Reverse Holo),Charjabug [Lightning] [C - Common] (Reverse Holo),1.0,0.0,1.0
056/162,[ENG]	SV05	Temporal Forces:	056/162	Vikavolt	[Lightning]	[U - Uncommon]	(Non-Foil),Vikavolt [Lightning] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
056/162,[ENG]	SV05	Temporal Forces:	056/162	Vikavolt	[Lightning]	[U - Uncommon]	(Reverse Holo),Vikavolt [Lightning] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
057/162,[ENG]	SV05	Temporal Forces:	057/162	Zeraora	[Lightning]	[U - Uncommon]	(Non-Foil),Zeraora [Lightning] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
057/162,[ENG]	SV05	Temporal Forces:	057/162	Zeraora	[Lightning]	[U - Uncommon]	(Reverse Holo),Zeraora [Lightning] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
058/162,[ENG]	SV05	Temporal Forces:	058/162	Yamper	[Lightning]	[C - Common]	(Non-Foil),Yamper [Lightning] [C - Common] (Non-Foil),0.5,0.0,0.5
058/162,[ENG]	SV05	Temporal Forces:	058/162	Yamper	[Lightning]	[C - Common]	(Reverse Holo),Yamper [Lightning] [C - Common] (Reverse Holo),1.0,0.0,1.0
059/162,[ENG]	SV05	Temporal Forces:	059/162	Boltund	[Lightning]	[U - Uncommon]	(Non-Foil),Boltund [Lightning] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
059/162,[ENG]	SV05	Temporal Forces:	059/162	Boltund	[Lightning]	[U - Uncommon]	(Reverse Holo),Boltund [Lightning] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
060/162,[ENG]	SV05	Temporal Forces:	060/162	Wugtrio ex	[Lightning]	[RR - Double Rare]	(Foil),Wugtrio ex [Lightning] [RR - Double Rare] (Foil),2.0,0.0,2.0
061/162,[ENG]	SV05	Temporal Forces:	061/162	Iron Hands	[Lightning]	[U - Uncommon]	(Non-Foil),Iron Hands [Lightning] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
061/162,[ENG]	SV05	Temporal Forces:	061/162	Iron Hands	[Lightning]	[U - Uncommon]	(Reverse Holo),Iron Hands [Lightning] [U - Uncommon] (Reverse Holo),1.2,-0.19999999999999996,1.0
062/162,[ENG]	SV05	Temporal Forces:	062/162	Iron Thorns	[Lightning]	[R - Rare]	(Foil),Iron Thorns [Lightning] [R - Rare] (Foil),0.5,0.0,0.5
062/162,[ENG]	SV05	Temporal Forces:	062/162	Iron Thorns	[Lightning]	[R - Rare]	(Reverse Holo),Iron Thorns [Lightning] [R - Rare] (Reverse Holo),1.5,-0.5,1.0
063/162,[ENG]	SV05	Temporal Forces:	063/162	Mr. Mime	[Psychic]	[C - Common]	(Non-Foil),Mr. Mime [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
063/162,[ENG]	SV05	Temporal Forces:	063/162	Mr. Mime	[Psychic]	[C - Common]	(Reverse Holo),Mr. Mime [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
064/162,[ENG]	SV05	Temporal Forces:	064/162	Marill	[Psychic]	[C - Common]	(Non-Foil),Marill [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
064/162,[ENG]	SV05	Temporal Forces:	064/162	Marill	[Psychic]	[C - Common]	(Reverse Holo),Marill [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
065/162,[ENG]	SV05	Temporal Forces:	065/162	Azumarill	[Psychic]	[C - Common]	(Non-Foil),Azumarill [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
065/162,[ENG]	SV05	Temporal Forces:	065/162	Azumarill	[Psychic]	[C - Common]	(Reverse Holo),Azumarill [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
066/162,[ENG]	SV05	Temporal Forces:	066/162	Girafarig	[Psychic]	[C - Common]	(Non-Foil),Girafarig [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
066/162,[ENG]	SV05	Temporal Forces:	066/162	Girafarig	[Psychic]	[C - Common]	(Reverse Holo),Girafarig [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
067/162,[ENG]	SV05	Temporal Forces:	067/162	Latias	[Psychic]	[U - Uncommon]	(Non-Foil),Latias [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
067/162,[ENG]	SV05	Temporal Forces:	067/162	Latias	[Psychic]	[U - Uncommon]	(Reverse Holo),Latias [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
068/162,[ENG]	SV05	Temporal Forces:	068/162	Bronzor	[Psychic]	[C - Common]	(Non-Foil),Bronzor [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
068/162,[ENG]	SV05	Temporal Forces:	068/162	Bronzor	[Psychic]	[C - Common]	(Reverse Holo),Bronzor [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
069/162,[ENG]	SV05	Temporal Forces:	069/162	Bronzong	[Psychic]	[U - Uncommon]	(Non-Foil),Bronzong [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
069/162,[ENG]	SV05	Temporal Forces:	069/162	Bronzong	[Psychic]	[U - Uncommon]	(Reverse Holo),Bronzong [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
070/162,[ENG]	SV05	Temporal Forces:	070/162	Solosis	[Psychic]	[C - Common]	(Non-Foil),Solosis [Psychic] [C - Common] (Non-Foil),0.8,-0.30000000000000004,0.5
070/162,[ENG]	SV05	Temporal Forces:	070/162	Solosis	[Psychic]	[C - Common]	(Reverse Holo),Solosis [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
071/162,[ENG]	SV05	Temporal Forces:	071/162	Duosion	[Psychic]	[C - Common]	(Non-Foil),Duosion [Psychic] [C - Common] (Non-Foil),0.8,-0.30000000000000004,0.5
071/162,[ENG]	SV05	Temporal Forces:	071/162	Duosion	[Psychic]	[C - Common]	(Reverse Holo),Duosion [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
072/162,[ENG]	SV05	Temporal Forces:	072/162	Reuniclus	[Psychic]	[U - Uncommon]	(Non-Foil),Reuniclus [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
072/162,[ENG]	SV05	Temporal Forces:	072/162	Reuniclus	[Psychic]	[U - Uncommon]	(Reverse Holo),Reuniclus [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
073/162,[ENG]	SV05	Temporal Forces:	073/162	Elgyem	[Psychic]	[C - Common]	(Non-Foil),Elgyem [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
073/162,[ENG]	SV05	Temporal Forces:	073/162	Elgyem	[Psychic]	[C - Common]	(Reverse Holo),Elgyem [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
074/162,[ENG]	SV05	Temporal Forces:	074/162	Beheeyem	[Psychic]	[U - Uncommon]	(Non-Foil),Beheeyem [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
074/162,[ENG]	SV05	Temporal Forces:	074/162	Beheeyem	[Psychic]	[U - Uncommon]	(Reverse Holo),Beheeyem [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
075/162,[ENG]	SV05	Temporal Forces:	075/162	Cutiefly	[Psychic]	[C - Common]	(Non-Foil),Cutiefly [Psychic] [C - Common] (Non-Foil),0.5,0.0,0.5
075/162,[ENG]	SV05	Temporal Forces:	075/162	Cutiefly	[Psychic]	[C - Common]	(Reverse Holo),Cutiefly [Psychic] [C - Common] (Reverse Holo),1.0,0.0,1.0
076/162,[ENG]	SV05	Temporal Forces:	076/162	Ribombeee	[Psychic]	[U - Uncommon]	(Non-Foil),Ribombeee [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
076/162,[ENG]	SV05	Temporal Forces:	076/162	Ribombeee	[Psychic]	[U - Uncommon]	(Reverse Holo),Ribombeee [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
077/162,[ENG]	SV05	Temporal Forces:	077/162	Scream Tail	[Psychic]	[U - Uncommon]	(Non-Foil),Scream Tail [Psychic] [U - Uncommon] (Non-Foil),0.5,0.0,0.5
077/162,[ENG]	SV05	Temporal Forces:	077/162	Scream Tail	[Psychic]	[U - Uncommon]	(Reverse Holo),Scream Tail [Psychic] [U - Uncommon] (Reverse Holo),1.0,0.0,1.0
078/162,[ENG]	SV05	Temporal Forces:	078/162	Flutter Mane	[Psychic]	[R - Rare]	(Foil),Flutter Mane [Psychic] [R - Rare] (Foil),0.5,0.09999999999999998,0.6
