ID,Name
023/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
024/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
024/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
025/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
025/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
026/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
026/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
027/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
027/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
028/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
028/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
029/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
030/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
030/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
031/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
031/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
032/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
032/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
033/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
033/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
034/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
034/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
035/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
035/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
036/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
036/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
037/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
037/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
038/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
038/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
039/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
039/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
040/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
040/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
041/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
041/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
042/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
042/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
043/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
043/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
044/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
044/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
045/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
045/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
046/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
046/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
047/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
047/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
048/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
048/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
049/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
049/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
050/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
050/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
051/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
051/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
052/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
052/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
053/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
054/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
055/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
055/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
056/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
056/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
057/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
057/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
058/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
058/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
059/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
060/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
060/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
061/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
061/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
062/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
062/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
063/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
063/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
064/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
064/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
065/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
065/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
066/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
067/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
068/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
068/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
069/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
070/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
071/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
071/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
072/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
072/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
073/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
073/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
074/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
074/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
075/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
076/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
076/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
077/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
077/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
078/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
078/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
079/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
079/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
080/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
080/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
081/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
081/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
082/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
082/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
083/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
083/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
084/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
084/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
085/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
085/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
086/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
086/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
087/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
087/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
088/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
088/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
089/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Non-Foil)
089/091,[ENG] Pokemon SV4.5 Paldean Fates: [C - Common](Reverse Holo)
090/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
090/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
091/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Non-Foil)
091/091,[ENG] Pokemon SV4.5 Paldean Fates: [U - Uncommon](Reverse Holo)
092/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
093/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
094/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
095/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
096/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
097/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
098/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
099/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
100/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
101/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
102/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
103/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
104/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
105/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
106/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
107/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
108/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
109/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
110/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
111/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
112/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
113/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
114/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
115/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
116/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
117/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
118/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
119/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
120/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
121/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
122/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
123/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
124/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
125/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
126/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
127/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
128/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
129/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
130/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
131/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
132/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
133/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
134/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
135/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
136/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
137/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
138/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
139/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
140/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
141/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
142/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
143/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
144/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
145/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
146/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
147/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
148/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
149/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
150/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
151/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
152/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
153/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
154/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
155/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
156/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
157/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
158/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
159/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
160/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
161/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
162/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
163/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
164/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
165/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
166/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
167/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
168/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
169/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
170/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
171/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
172/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
173/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
174/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
175/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
176/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
177/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
178/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
179/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
180/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
181/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
182/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
183/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
184/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
185/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
186/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
187/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
188/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
189/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
190/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
191/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
192/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
193/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
194/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
195/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
196/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
197/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
198/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
199/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
200/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
201/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
202/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
203/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
204/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
205/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
206/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
207/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
208/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
209/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
210/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
211/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
212/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
213/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
214/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
215/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
216/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
217/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
218/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
219/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
220/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
221/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
222/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
223/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
224/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
225/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
226/091,[ENG] Pokemon SV4.5 Paldean Fates: [IR - Illustration Rare](Foil)
227/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
228/091,[ENG] Pokemon SV4.5 Paldean Fates: [UR - Ultra Rare](Foil)
229/091,[ENG] Pokemon SV4.5 Paldean Fates: [RR - Double Rare](Foil)
230/091,[ENG] Pokemon SV4.5 Paldean Fates: [UR - Ultra Rare](Foil)
231/091,[ENG] Pokemon SV4.5 Paldean Fates: [UR - Ultra Rare](Foil)
232/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
233/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
234/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
235/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
236/091,[ENG] Pokemon SV4.5 Paldean Fates: [SIR - Special Illustration Rare](Foil)
