ID,Name
017/091,[ENG] Pokemon SV4.5 Paldean Fates: 017/091 Frigibax [C - Common](Non-Foil)
017/091,[ENG] Pokemon SV4.5 Paldean Fates: 017/091 Frigibax [C - Common](Reverse Holo)
018/091,[ENG] Pokemon SV4.5 Paldean Fates: 018/091 Pikachu [C - Common](Non-Foil)
018/091,[ENG] Pokemon SV4.5 Paldean Fates: 018/091 Pikachu [C - Common](Reverse Holo)
019/091,[ENG] Pokemon SV4.5 Paldean Fates: 019/091 Raichu [C - Common](Non-Foil)
019/091,[ENG] Pokemon SV4.5 Paldean Fates: 019/091 Raichu [C - Common](Reverse Holo)
020/091,[ENG] Pokemon SV4.5 Paldean Fates: 020/091 Chinchou [C - Common](Non-Foil)
020/091,[ENG] Pokemon SV4.5 Paldean Fates: 020/091 Chinchou [C - Common](Reverse Holo)
021/091,[ENG] Pokemon SV4.5 Paldean Fates: 021/091 Lanturn [U - Uncommon](Non-Foil)
021/091,[ENG] Pokemon SV4.5 Paldean Fates: 021/091 Lanturn [U - Uncommon](Reverse Holo)
022/091,[ENG] Pokemon SV4.5 Paldean Fates: 022/091 Kilowattrel [U - Uncommon](Non-Foil)
022/091,[ENG] Pokemon SV4.5 Paldean Fates: 022/091 Kilowattrel [U - Uncommon](Reverse Holo)
023/091,[ENG] Pokemon SV4.5 Paldean Fates: 023/091 Exeggcute [C - Common](Non-Foil)
023/091,[ENG] Pokemon SV4.5 Paldean Fates: 023/091 Exeggcute [C - Common](Reverse Holo)
024/091,[ENG] Pokemon SV4.5 Paldean Fates: 024/091 Exeggutor [C - Common](Non-Foil)
024/091,[ENG] Pokemon SV4.5 Paldean Fates: 024/091 Exeggutor [C - Common](Reverse Holo)
025/091,[ENG] Pokemon SV4.5 Paldean Fates: 025/091 Natu [C - Common](Non-Foil)
025/091,[ENG] Pokemon SV4.5 Paldean Fates: 025/091 Natu [C - Common](Reverse Holo)
026/091,[ENG] Pokemon SV4.5 Paldean Fates: 026/091 Xatu [C - Common](Non-Foil)
026/091,[ENG] Pokemon SV4.5 Paldean Fates: 026/091 Xatu [C - Common](Reverse Holo)
027/091,[ENG] Pokemon SV4.5 Paldean Fates: 027/091 Ralts [C - Common](Non-Foil)
027/091,[ENG] Pokemon SV4.5 Paldean Fates: 027/091 Ralts [C - Common](Reverse Holo)
028/091,[ENG] Pokemon SV4.5 Paldean Fates: 028/091 Kirlia [C - Common](Non-Foil)
028/091,[ENG] Pokemon SV4.5 Paldean Fates: 028/091 Kirlia [C - Common](Reverse Holo)
029/091,[ENG] Pokemon SV4.5 Paldean Fates: 029/091 Gardevoir ex [RR - Double Rare](Foil)
030/091,[ENG] Pokemon SV4.5 Paldean Fates: 030/091 Chimecho [C - Common](Non-Foil)
030/091,[ENG] Pokemon SV4.5 Paldean Fates: 030/091 Chimecho [C - Common](Reverse Holo)
031/091,[ENG] Pokemon SV4.5 Paldean Fates: 031/091 Mime Jr. [C - Common](Non-Foil)
031/091,[ENG] Pokemon SV4.5 Paldean Fates: 031/091 Mime Jr. [C - Common](Reverse Holo)
032/091,[ENG] Pokemon SV4.5 Paldean Fates: 032/091 Woobat [C - Common](Non-Foil)
032/091,[ENG] Pokemon SV4.5 Paldean Fates: 032/091 Woobat [C - Common](Reverse Holo)
033/091,[ENG] Pokemon SV4.5 Paldean Fates: 033/091 Swoobat [U - Uncommon](Non-Foil)
033/091,[ENG] Pokemon SV4.5 Paldean Fates: 033/091 Swoobat [U - Uncommon](Reverse Holo)
034/091,[ENG] Pokemon SV4.5 Paldean Fates: 034/091 Cottonee [C - Common](Non-Foil)
034/091,[ENG] Pokemon SV4.5 Paldean Fates: 034/091 Cottonee [C - Common](Reverse Holo)
035/091,[ENG] Pokemon SV4.5 Paldean Fates: 035/091 Whimsicott [U - Uncommon](Non-Foil)
035/091,[ENG] Pokemon SV4.5 Paldean Fates: 035/091 Whimsicott [U - Uncommon](Reverse Holo)
036/091,[ENG] Pokemon SV4.5 Paldean Fates: 036/091 Dedenne [C - Common](Non-Foil)
036/091,[ENG] Pokemon SV4.5 Paldean Fates: 036/091 Dedenne [C - Common](Reverse Holo)
037/091,[ENG] Pokemon SV4.5 Paldean Fates: 037/091 Mimikyu [C - Common](Non-Foil)
037/091,[ENG] Pokemon SV4.5 Paldean Fates: 037/091 Mimikyu [C - Common](Reverse Holo)
038/091,[ENG] Pokemon SV4.5 Paldean Fates: 038/091 Fidough [C - Common](Non-Foil)
038/091,[ENG] Pokemon SV4.5 Paldean Fates: 038/091 Fidough [C - Common](Reverse Holo)
039/091,[ENG] Pokemon SV4.5 Paldean Fates: 039/091 Dachsbun [U - Uncommon](Non-Foil)
039/091,[ENG] Pokemon SV4.5 Paldean Fates: 039/091 Dachsbun [U - Uncommon](Reverse Holo)
040/091,[ENG] Pokemon SV4.5 Paldean Fates: 040/091 Ceruledge [U - Uncommon](Non-Foil)
040/091,[ENG] Pokemon SV4.5 Paldean Fates: 040/091 Ceruledge [U - Uncommon](Reverse Holo)
041/091,[ENG] Pokemon SV4.5 Paldean Fates: 041/091 Flittle [C - Common](Non-Foil)
041/091,[ENG] Pokemon SV4.5 Paldean Fates: 041/091 Flittle [C - Common](Reverse Holo)
042/091,[ENG] Pokemon SV4.5 Paldean Fates: 042/091 Greavard [C - Common](Non-Foil)
042/091,[ENG] Pokemon SV4.5 Paldean Fates: 042/091 Greavard [C - Common](Reverse Holo)
043/091,[ENG] Pokemon SV4.5 Paldean Fates: 043/091 Houndstone [C - Common](Non-Foil)
043/091,[ENG] Pokemon SV4.5 Paldean Fates: 043/091 Houndstone [C - Common](Reverse Holo)
044/091,[ENG] Pokemon SV4.5 Paldean Fates: 044/091 Gimmighoul [C - Common](Non-Foil)
044/091,[ENG] Pokemon SV4.5 Paldean Fates: 044/091 Gimmighoul [C - Common](Reverse Holo)
045/091,[ENG] Pokemon SV4.5 Paldean Fates: 045/091 Mankey [C - Common](Non-Foil)
045/091,[ENG] Pokemon SV4.5 Paldean Fates: 045/091 Mankey [C - Common](Reverse Holo)
046/091,[ENG] Pokemon SV4.5 Paldean Fates: 046/091 Primeape [U - Uncommon](Non-Foil)
046/091,[ENG] Pokemon SV4.5 Paldean Fates: 046/091 Primeape [U - Uncommon](Reverse Holo)
047/091,[ENG] Pokemon SV4.5 Paldean Fates: 047/091 Annihilape [U - Uncommon](Non-Foil)
047/091,[ENG] Pokemon SV4.5 Paldean Fates: 047/091 Annihilape [U - Uncommon](Reverse Holo)
048/091,[ENG] Pokemon SV4.5 Paldean Fates: 048/091 Phanpy [C - Common](Non-Foil)
048/091,[ENG] Pokemon SV4.5 Paldean Fates: 048/091 Phanpy [C - Common](Reverse Holo)
049/091,[ENG] Pokemon SV4.5 Paldean Fates: 049/091 Donphan [U - Uncommon](Non-Foil)
049/091,[ENG] Pokemon SV4.5 Paldean Fates: 049/091 Donphan [U - Uncommon](Reverse Holo)
050/091,[ENG] Pokemon SV4.5 Paldean Fates: 050/091 Barboach [C - Common](Non-Foil)
050/091,[ENG] Pokemon SV4.5 Paldean Fates: 050/091 Barboach [C - Common](Reverse Holo)
051/091,[ENG] Pokemon SV4.5 Paldean Fates: 051/091 Clobbopus [C - Common](Non-Foil)
051/091,[ENG] Pokemon SV4.5 Paldean Fates: 051/091 Clobbopus [C - Common](Reverse Holo)
052/091,[ENG] Pokemon SV4.5 Paldean Fates: 052/091 Grapploct [U - Uncommon](Non-Foil)
052/091,[ENG] Pokemon SV4.5 Paldean Fates: 052/091 Grapploct [U - Uncommon](Reverse Holo)
053/091,[ENG] Pokemon SV4.5 Paldean Fates: 053/091 Great Tusk ex [RR - Double Rare](Foil)
054/091,[ENG] Pokemon SV4.5 Paldean Fates: 054/091 Charizard ex [RR - Double Rare](Foil)
055/091,[ENG] Pokemon SV4.5 Paldean Fates: 055/091 Gastly [C - Common](Non-Foil)
055/091,[ENG] Pokemon SV4.5 Paldean Fates: 055/091 Gastly [C - Common](Reverse Holo)
056/091,[ENG] Pokemon SV4.5 Paldean Fates: 056/091 Haunter [C - Common](Non-Foil)
056/091,[ENG] Pokemon SV4.5 Paldean Fates: 056/091 Haunter [C - Common](Reverse Holo)
057/091,[ENG] Pokemon SV4.5 Paldean Fates: 057/091 Gengar [U - Uncommon](Non-Foil)
057/091,[ENG] Pokemon SV4.5 Paldean Fates: 057/091 Gengar [U - Uncommon](Reverse Holo)
058/091,[ENG] Pokemon SV4.5 Paldean Fates: 058/091 Paldean Wooper [C - Common](Non-Foil)
058/091,[ENG] Pokemon SV4.5 Paldean Fates: 058/091 Paldean Wooper [C - Common](Reverse Holo)
059/091,[ENG] Pokemon SV4.5 Paldean Fates: 059/091 Paldean Clodsire ex [RR - Double Rare](Foil)
060/091,[ENG] Pokemon SV4.5 Paldean Fates: 060/091 Scraggy [C - Common](Non-Foil)
060/091,[ENG] Pokemon SV4.5 Paldean Fates: 060/091 Scraggy [C - Common](Reverse Holo)
061/091,[ENG] Pokemon SV4.5 Paldean Fates: 061/091 Scrafty [U - Uncommon](Non-Foil)
061/091,[ENG] Pokemon SV4.5 Paldean Fates: 061/091 Scrafty [U - Uncommon](Reverse Holo)
062/091,[ENG] Pokemon SV4.5 Paldean Fates: 062/091 Maschiff [C - Common](Non-Foil)
062/091,[ENG] Pokemon SV4.5 Paldean Fates: 062/091 Maschiff [C - Common](Reverse Holo)
063/091,[ENG] Pokemon SV4.5 Paldean Fates: 063/091 Mabosstiff [C - Common](Non-Foil)
063/091,[ENG] Pokemon SV4.5 Paldean Fates: 063/091 Mabosstiff [C - Common](Reverse Holo)
064/091,[ENG] Pokemon SV4.5 Paldean Fates: 064/091 Varoom [C - Common](Non-Foil)
064/091,[ENG] Pokemon SV4.5 Paldean Fates: 064/091 Varoom [C - Common](Reverse Holo)
065/091,[ENG] Pokemon SV4.5 Paldean Fates: 065/091 Revavroom [C - Common](Non-Foil)
065/091,[ENG] Pokemon SV4.5 Paldean Fates: 065/091 Revavroom [C - Common](Reverse Holo)
066/091,[ENG] Pokemon SV4.5 Paldean Fates: 066/091 Iron Treads ex [RR - Double Rare](Foil)
067/091,[ENG] Pokemon SV4.5 Paldean Fates: 067/091 Gholdengo [RR - Double Rare](Foil)
068/091,[ENG] Pokemon SV4.5 Paldean Fates: 068/091 Noibat [C - Common](Non-Foil)
068/091,[ENG] Pokemon SV4.5 Paldean Fates: 068/091 Noibat [C - Common](Reverse Holo)
069/091,[ENG] Pokemon SV4.5 Paldean Fates: 069/091 Noivern ex [RR - Double Rare](Foil)
070/091,[ENG] Pokemon SV4.5 Paldean Fates: 070/091 Cyclizar [RR - Double Rare](Foil)
071/091,[ENG] Pokemon SV4.5 Paldean Fates: 071/091 Lechonk [C - Common](Non-Foil)
071/091,[ENG] Pokemon SV4.5 Paldean Fates: 071/091 Lechonk [C - Common](Reverse Holo)
072/091,[ENG] Pokemon SV4.5 Paldean Fates: 072/091 Oinkologne [U - Uncommon](Non-Foil)
072/091,[ENG] Pokemon SV4.5 Paldean Fates: 072/091 Oinkologne [U - Uncommon](Reverse Holo)
073/091,[ENG] Pokemon SV4.5 Paldean Fates: 073/091 Tandemaus [C - Common](Non-Foil)
073/091,[ENG] Pokemon SV4.5 Paldean Fates: 073/091 Tandemaus [C - Common](Reverse Holo)
074/091,[ENG] Pokemon SV4.5 Paldean Fates: 074/091 Maushold [U - Uncommon](Non-Foil)
074/091,[ENG] Pokemon SV4.5 Paldean Fates: 074/091 Maushold [U - Uncommon](Reverse Holo)
075/091,[ENG] Pokemon SV4.5 Paldean Fates: 075/091 Squawkabilly ex [RR - Double Rare](Foil)
076/091,[ENG] Pokemon SV4.5 Paldean Fates: 076/091 Artazon [U - Uncommon](Non-Foil)
076/091,[ENG] Pokemon SV4.5 Paldean Fates: 076/091 Artazon [U - Uncommon](Reverse Holo)
077/091,[ENG] Pokemon SV4.5 Paldean Fates: 077/091 Atticus [U - Uncommon](Non-Foil)
077/091,[ENG] Pokemon SV4.5 Paldean Fates: 077/091 Atticus [U - Uncommon](Reverse Holo)
078/091,[ENG] Pokemon SV4.5 Paldean Fates: 078/091 Clive [U - Uncommon](Non-Foil)
078/091,[ENG] Pokemon SV4.5 Paldean Fates: 078/091 Clive [U - Uncommon](Reverse Holo)
079/091,[ENG] Pokemon SV4.5 Paldean Fates: 079/091 Electric Generator [U - Uncommon](Non-Foil)
079/091,[ENG] Pokemon SV4.5 Paldean Fates: 079/091 Electric Generator [U - Uncommon](Reverse Holo)
080/091,[ENG] Pokemon SV4.5 Paldean Fates: 080/091 Iono [U - Uncommon](Non-Foil)
080/091,[ENG] Pokemon SV4.5 Paldean Fates: 080/091 Iono [U - Uncommon](Reverse Holo)
081/091,[ENG] Pokemon SV4.5 Paldean Fates: 081/091 Moonlit Hill [U - Uncommon](Non-Foil)
081/091,[ENG] Pokemon SV4.5 Paldean Fates: 081/091 Moonlit Hill [U - Uncommon](Reverse Holo)
082/091,[ENG] Pokemon SV4.5 Paldean Fates: 082/091 Nemona [C - Common](Non-Foil)
082/091,[ENG] Pokemon SV4.5 Paldean Fates: 082/091 Nemona [C - Common](Reverse Holo)
083/091,[ENG] Pokemon SV4.5 Paldean Fates: 083/091 Nemona's Backpack [U - Uncommon](Non-Foil)
083/091,[ENG] Pokemon SV4.5 Paldean Fates: 083/091 Nemona's Backpack [U - Uncommon](Reverse Holo)
084/091,[ENG] Pokemon SV4.5 Paldean Fates: 084/091 Nest Ball [U - Uncommon](Non-Foil)
084/091,[ENG] Pokemon SV4.5 Paldean Fates: 084/091 Nest Ball [U - Uncommon](Reverse Holo)
085/091,[ENG] Pokemon SV4.5 Paldean Fates: 085/091 Paldean Student [C - Common](Non-Foil)
085/091,[ENG] Pokemon SV4.5 Paldean Fates: 085/091 Paldean Student [C - Common](Reverse Holo)
086/091,[ENG] Pokemon SV4.5 Paldean Fates: 086/091 Paldean Student [C - Common](Non-Foil)
086/091,[ENG] Pokemon SV4.5 Paldean Fates: 086/091 Paldean Student [C - Common](Reverse Holo)
087/091,[ENG] Pokemon SV4.5 Paldean Fates: 087/091 Professor's Research [Professor Sada] [C - Common](Non-Foil)
087/091,[ENG] Pokemon SV4.5 Paldean Fates: 087/091 Professor's Research [Professor Sada] [C - Common](Reverse Holo)
088/091,[ENG] Pokemon SV4.5 Paldean Fates: 088/091 Professor's Research [Professor Turo] [C - Common](Non-Foil)
088/091,[ENG] Pokemon SV4.5 Paldean Fates: 088/091 Professor's Research [Professor Turo] [C - Common](Reverse Holo)
089/091,[ENG] Pokemon SV4.5 Paldean Fates: 089/091 Rare Candy [C - Common](Non-Foil)
089/091,[ENG] Pokemon SV4.5 Paldean Fates: 089/091 Rare Candy [C - Common](Reverse Holo)
090/091,[ENG] Pokemon SV4.5 Paldean Fates: 090/091 Technical Machine: Crisis Punch [U - Uncommon](Non-Foil)
090/091,[ENG] Pokemon SV4.5 Paldean Fates: 090/091 Technical Machine: Crisis Punch [U - Uncommon](Reverse Holo)
091/091,[ENG] Pokemon SV4.5 Paldean Fates: 091/091 Ultra Ball [U - Uncommon](Non-Foil)
091/091,[ENG] Pokemon SV4.5 Paldean Fates: 091/091 Ultra Ball [U - Uncommon](Reverse Holo)
092/091,[ENG] Pokemon SV4.5 Paldean Fates: 092/091 Oddish [IR - Illustration Rare](Foil)
093/091,[ENG] Pokemon SV4.5 Paldean Fates: 093/091 Gloom [IR - Illustration Rare](Foil)
094/091,[ENG] Pokemon SV4.5 Paldean Fates: 094/091 Vileplume [IR - Illustration Rare](Foil)
095/091,[ENG] Pokemon SV4.5 Paldean Fates: 095/091 Scyther [IR - Illustration Rare](Foil)
096/091,[ENG] Pokemon SV4.5 Paldean Fates: 096/091 Hoppip [IR - Illustration Rare](Foil)
097/091,[ENG] Pokemon SV4.5 Paldean Fates: 097/091 Skiploom [IR - Illustration Rare](Foil)
098/091,[ENG] Pokemon SV4.5 Paldean Fates: 098/091 Jumpluff [IR - Illustration Rare](Foil)
099/091,[ENG] Pokemon SV4.5 Paldean Fates: 099/091 Pineco [IR - Illustration Rare](Foil)
100/091,[ENG] Pokemon SV4.5 Paldean Fates: 100/091 Snover [IR - Illustration Rare](Foil)
101/091,[ENG] Pokemon SV4.5 Paldean Fates: 101/091 Abomasnow [IR - Illustration Rare](Foil)
102/091,[ENG] Pokemon SV4.5 Paldean Fates: 102/091 Smoliv [IR - Illustration Rare](Foil)
103/091,[ENG] Pokemon SV4.5 Paldean Fates: 103/091 Dolliv [IR - Illustration Rare](Foil)
104/091,[ENG] Pokemon SV4.5 Paldean Fates: 104/091 Arboliva [IR - Illustration Rare](Foil)
105/091,[ENG] Pokemon SV4.5 Paldean Fates: 105/091 Toedscool [IR - Illustration Rare](Foil)
106/091,[ENG] Pokemon SV4.5 Paldean Fates: 106/091 Capsakid [IR - Illustration Rare](Foil)
107/091,[ENG] Pokemon SV4.5 Paldean Fates: 107/091 Scovillain [IR - Illustration Rare](Foil)
108/091,[ENG] Pokemon SV4.5 Paldean Fates: 108/091 Rellor [IR - Illustration Rare](Foil)
109/091,[ENG] Pokemon SV4.5 Paldean Fates: 109/091 Charmander [IR - Illustration Rare](Foil)
110/091,[ENG] Pokemon SV4.5 Paldean Fates: 110/091 Charmeleon [IR - Illustration Rare](Foil)
111/091,[ENG] Pokemon SV4.5 Paldean Fates: 111/091 Paldean Tauros [IR - Illustration Rare](Foil)
112/091,[ENG] Pokemon SV4.5 Paldean Fates: 112/091 Entei [IR - Illustration Rare](Foil)
113/091,[ENG] Pokemon SV4.5 Paldean Fates: 113/091 Oricorio [IR - Illustration Rare](Foil)
114/091,[ENG] Pokemon SV4.5 Paldean Fates: 114/091 Charcadet [IR - Illustration Rare](Foil)
115/091,[ENG] Pokemon SV4.5 Paldean Fates: 115/091 Armarouge [IR - Illustration Rare](Foil)
116/091,[ENG] Pokemon SV4.5 Paldean Fates: 116/091 Slowpoke [IR - Illustration Rare](Foil)
117/091,[ENG] Pokemon SV4.5 Paldean Fates: 117/091 Slowbro [IR - Illustration Rare](Foil)
118/091,[ENG] Pokemon SV4.5 Paldean Fates: 118/091 Staryu [IR - Illustration Rare](Foil)
119/091,[ENG] Pokemon SV4.5 Paldean Fates: 119/091 Starmie [IR - Illustration Rare](Foil)
120/091,[ENG] Pokemon SV4.5 Paldean Fates: 120/091 Paldean Tauros [IR - Illustration Rare](Foil)
121/091,[ENG] Pokemon SV4.5 Paldean Fates: 121/091 Wiglett [IR - Illustration Rare](Foil)
122/091,[ENG] Pokemon SV4.5 Paldean Fates: 122/091 Wugtrio [IR - Illustration Rare](Foil)
123/091,[ENG] Pokemon SV4.5 Paldean Fates: 123/091 Finizen [IR - Illustration Rare](Foil)
124/091,[ENG] Pokemon SV4.5 Paldean Fates: 124/091 Palafin [IR - Illustration Rare](Foil)
125/091,[ENG] Pokemon SV4.5 Paldean Fates: 125/091 Veluza [IR - Illustration Rare](Foil)
126/091,[ENG] Pokemon SV4.5 Paldean Fates: 126/091 Dondozo [IR - Illustration Rare](Foil)
127/091,[ENG] Pokemon SV4.5 Paldean Fates: 127/091 Tatsugiri [IR - Illustration Rare](Foil)
128/091,[ENG] Pokemon SV4.5 Paldean Fates: 128/091 Frigibax [IR - Illustration Rare](Foil)
129/091,[ENG] Pokemon SV4.5 Paldean Fates: 129/091 Arctibax [IR - Illustration Rare](Foil)
130/091,[ENG] Pokemon SV4.5 Paldean Fates: 130/091 Baxcalibur [IR - Illustration Rare](Foil)
131/091,[ENG] Pokemon SV4.5 Paldean Fates: 131/091 Pikachu [IR - Illustration Rare](Foil)
132/091,[ENG] Pokemon SV4.5 Paldean Fates: 132/091 Raichu [IR - Illustration Rare](Foil)
133/091,[ENG] Pokemon SV4.5 Paldean Fates: 133/091 Voltorb [IR - Illustration Rare](Foil)
134/091,[ENG] Pokemon SV4.5 Paldean Fates: 134/091 Electrode [IR - Illustration Rare](Foil)
135/091,[ENG] Pokemon SV4.5 Paldean Fates: 135/091 Shinx [IR - Illustration Rare](Foil)
136/091,[ENG] Pokemon SV4.5 Paldean Fates: 136/091 Luxio [IR - Illustration Rare](Foil)
137/091,[ENG] Pokemon SV4.5 Paldean Fates: 137/091 Luxray [IR - Illustration Rare](Foil)
138/091,[ENG] Pokemon SV4.5 Paldean Fates: 138/091 Pachirisu [IR - Illustration Rare](Foil)
139/091,[ENG] Pokemon SV4.5 Paldean Fates: 139/091 Thundurus [IR - Illustration Rare](Foil)
140/091,[ENG] Pokemon SV4.5 Paldean Fates: 140/091 Toxel [IR - Illustration Rare](Foil)
141/091,[ENG] Pokemon SV4.5 Paldean Fates: 141/091 Toxtricity [IR - Illustration Rare](Foil)
142/091,[ENG] Pokemon SV4.5 Paldean Fates: 142/091 Pawmi [IR - Illustration Rare](Foil)
143/091,[ENG] Pokemon SV4.5 Paldean Fates: 143/091 Pawmo [IR - Illustration Rare](Foil)
144/091,[ENG] Pokemon SV4.5 Paldean Fates: 144/091 Pawmot [IR - Illustration Rare](Foil)
145/091,[ENG] Pokemon SV4.5 Paldean Fates: 145/091 Wattrel [IR - Illustration Rare](Foil)
146/091,[ENG] Pokemon SV4.5 Paldean Fates: 146/091 Kilowattrel [IR - Illustration Rare](Foil)
147/091,[ENG] Pokemon SV4.5 Paldean Fates: 147/091 Wigglytuff [IR - Illustration Rare](Foil)
148/091,[ENG] Pokemon SV4.5 Paldean Fates: 148/091 Abra [IR - Illustration Rare](Foil)
149/091,[ENG] Pokemon SV4.5 Paldean Fates: 149/091 Kadabra [IR - Illustration Rare](Foil)
150/091,[ENG] Pokemon SV4.5 Paldean Fates: 150/091 Cleffa [IR - Illustration Rare](Foil)
151/091,[ENG] Pokemon SV4.5 Paldean Fates: 151/091 Natu [IR - Illustration Rare](Foil)
152/091,[ENG] Pokemon SV4.5 Paldean Fates: 152/091 Xatu [IR - Illustration Rare](Foil)
153/091,[ENG] Pokemon SV4.5 Paldean Fates: 153/091 Ralts [IR - Illustration Rare](Foil)
154/091,[ENG] Pokemon SV4.5 Paldean Fates: 154/091 Kirlia [IR - Illustration Rare](Foil)
155/091,[ENG] Pokemon SV4.5 Paldean Fates: 155/091 Drifloon [IR - Illustration Rare](Foil)
156/091,[ENG] Pokemon SV4.5 Paldean Fates: 156/091 Drifblim [IR - Illustration Rare](Foil)
157/091,[ENG] Pokemon SV4.5 Paldean Fates: 157/091 Mime Jr. [IR - Illustration Rare](Foil)
158/091,[ENG] Pokemon SV4.5 Paldean Fates: 158/091 Spiritomb [IR - Illustration Rare](Foil)
159/091,[ENG] Pokemon SV4.5 Paldean Fates: 159/091 Klefki [IR - Illustration Rare](Foil)
160/091,[ENG] Pokemon SV4.5 Paldean Fates: 160/091 Mimikyu [IR - Illustration Rare](Foil)
161/091,[ENG] Pokemon SV4.5 Paldean Fates: 161/091 Dachsbun [IR - Illustration Rare](Foil)
162/091,[ENG] Pokemon SV4.5 Paldean Fates: 162/091 Ceruledge [IR - Illustration Rare](Foil)
163/091,[ENG] Pokemon SV4.5 Paldean Fates: 163/091 Rabsca [IR - Illustration Rare](Foil)
164/091,[ENG] Pokemon SV4.5 Paldean Fates: 164/091 Flittle [IR - Illustration Rare](Foil)
165/091,[ENG] Pokemon SV4.5 Paldean Fates: 165/091 Tinkatink [IR - Illustration Rare](Foil)
166/091,[ENG] Pokemon SV4.5 Paldean Fates: 166/091 Tinkatuff [IR - Illustration Rare](Foil)
167/091,[ENG] Pokemon SV4.5 Paldean Fates: 167/091 Tinkaton [IR - Illustration Rare](Foil)
168/091,[ENG] Pokemon SV4.5 Paldean Fates: 168/091 Houndstone [IR - Illustration Rare](Foil)
169/091,[ENG] Pokemon SV4.5 Paldean Fates: 169/091 Mankey [IR - Illustration Rare](Foil)
170/091,[ENG] Pokemon SV4.5 Paldean Fates: 170/091 Primeape [IR - Illustration Rare](Foil)
171/091,[ENG] Pokemon SV4.5 Paldean Fates: 171/091 Annihilape [IR - Illustration Rare](Foil)
172/091,[ENG] Pokemon SV4.5 Paldean Fates: 172/091 Paldean Tauros [IR - Illustration Rare](Foil)
173/091,[ENG] Pokemon SV4.5 Paldean Fates: 173/091 Riolu [IR - Illustration Rare](Foil)
174/091,[ENG] Pokemon SV4.5 Paldean Fates: 174/091 Lucario [IR - Illustration Rare](Foil)
175/091,[ENG] Pokemon SV4.5 Paldean Fates: 175/091 Hawlucha [IR - Illustration Rare](Foil)
176/091,[ENG] Pokemon SV4.5 Paldean Fates: 176/091 Nacli [IR - Illustration Rare](Foil)
177/091,[ENG] Pokemon SV4.5 Paldean Fates: 177/091 Naclstack [IR - Illustration Rare](Foil)
178/091,[ENG] Pokemon SV4.5 Paldean Fates: 178/091 Garganacl [IR - Illustration Rare](Foil)
